site,tree_id,scientific_name,family_name,utm_easting,utm_northing,type,dbh_2009,dead_2009,hcom_2009,htot_2009,date_2009,dbh_2010,dead_2010,htot_2010,date_2010,dbh_2011,dead_2011,hcom_2011,htot_2011,date_2011,plot_id,htot_feldpausch,htot_estimated,htot_estimation_method,dbh_incr_cm_yr,dbh_incr_source,gap_anos,dbh_lidar,htot_estimated_gap
TAP_A01,770.0,,,727640.59,9684057.88,O,91.4,A,30.28,38.64,20090617-20090708,91.1,A,37.67,20100714-20100805,91.1,A,31.67,37.85,20110712-20110719,M5,37.77,38.64,measured,0.0,observed,-1.0,91.1,38.64
TAP_A01,771.0,,,727642.51,9684053.41,O,47.3,D,1.5,16.01,20090617-20090708,47.1,D,16.11,20100714-20100805,47.1,D,,15.03,20110712-20110719,M5,28.41,16.01,measured,0.0,observed,-1.0,47.1,16.01
TAP_A01,772.0,,,727642.53,9684054.41,O,40.0,A,26.36,31.12,20090617-20090708,39.5,A,29.59,20100714-20100805,39.5,A,26.82,31.56,20110712-20110719,M5,25.89,31.12,measured,0.0,observed,-1.0,39.5,31.12
TAP_A01,964.0,,,727644.48,9684051.45,O,7.1,A,4.58,6.72,20090617-20090708,7.3,A,7.46,20100714-20100805,7.1,A,4.38,7.52,20110712-20110719,M5,8.25,6.72,measured,0.0,observed,-1.0,7.1,6.72
TAP_A01,774.0,,,727653.76,9684067.6,O,,,41.02,50.8,20090617-20090708,0.0,A,56.28,20100714-20100805,,A,,,20110712-20110719,M5,,50.8,measured,0.1,site_median,-1.0,,
TAP_A01,775.0,,,727653.6,9684058.6,O,80.3,A,47.43,61.12,20090617-20090708,80.8,A,54.76,20100714-20100805,82.1,A,53.66,57.56,20110712-20110719,M5,36.38,61.12,measured,0.9,observed,-1.0,81.2,60.87
TAP_A01,776.0,,,727652.51,9684053.59,O,16.0,A,23.38,27.83,20090617-20090708,17.0,A,24.56,20100714-20100805,16.9,A,15.11,18.45,20110712-20110719,M5,15.35,27.83,measured,0.45,observed,-1.0,16.45,27.32
TAP_A01,777.0,,,727654.5,9684053.12,O,18.2,D,1.7,12.9,20090617-20090708,18.2,D,12.24,20100714-20100805,18.2,D,,13.44,20110712-20110719,M5,16.13,12.9,measured,0.0,observed,-1.0,18.2,12.9
TAP_A01,778.0,,,727665.02,9684054.31,O,38.0,A,20.28,24.75,20090617-20090708,38.0,A,24.23,20100714-20100805,38.0,A,22.55,26.56,20110712-20110719,M5,25.35,24.75,measured,0.0,observed,-1.0,38.0,24.75
TAP_A01,779.0,,,727667.05,9684055.84,O,95.8,A,42.86,49.31,20090617-20090708,96.7,A,45.3,20100714-20100805,96.7,A,43.13,51.06,20110712-20110719,M5,38.54,49.31,measured,0.45,observed,-1.0,96.25,49.23
TAP_A01,780.0,,,727674.99,9684052.98,O,11.8,A,3.79,12.17,20090617-20090708,11.8,A,12.95,20100714-20100805,12.0,A,2.87,11.4,20110712-20110719,M5,12.11,12.17,measured,0.1,observed,-1.0,11.9,12.09
TAP_A01,781.0,,,727676.48,9684052.51,O,20.0,A,19.08,22.52,20090617-20090708,20.1,A,23.2,20100714-20100805,20.2,A,10.09,22.09,20110712-20110719,M5,17.28,22.52,measured,0.1,observed,-1.0,20.1,22.44
TAP_A01,782.0,,,727678.98,9684052.55,L,5.5,A,0.0,0.0,20090617-20090708,5.1,A,,20100714-20100805,5.1,A,,,20110712-20110719,M5,6.43,8.43,local_fit,0.0,observed,-1.0,5.1,8.43
