site,tree_id,scientific_name,family_name,utm_easting,utm_northing,dbh,date,dead,type,plot_id,htot_feldpausch,htot_estimated,htot_estimation_method,dbh_incr_cm_yr,dbh_incr_source,gap_anos,dbh_lidar,htot_estimated_gap,dbh_used,dead_used,type_used,htot_used,htot_source,dbh_used_gap,htot_used_gap,rho_w_m3,iagc_m1_kgC,iagc_m2_kgC,iagc_m3_kgC,iagc_m1_kgC_gap,iagc_m2_kgC_gap,iagc_m3_kgC_gap,quadra_id
DUC_A01,047a,Protium paniculatum,Burseraceae,-2.963398315,-59.9448878,16.4,20160831,False,O,P18,15.04,15.04,feldpausch_regional,0.18,default,1.0,16.58,15.15,16.4,False,O,15.04,feldpausch,16.58,15.15166814310292,0.49,67.7376,67.7376,55.5886,69.6978,69.6978,57.1972,
DUC_A01,048a,Alibertia edulis,Rubiaceae,-2.963471255,-59.94498351,11.4,20160831,False,O,P18,11.67,11.67,feldpausch_regional,0.18,default,1.0,11.58,11.8,11.4,False,O,11.67,feldpausch,11.58,11.801110900524833,0.76,26.0016,26.0016,32.749,27.1029,27.1029,34.1362,
DUC_A01,049a,Miconia poeppigii,Melastomataceae,-2.963497136,-59.94503701,11.3,20160831,False,O,P18,11.6,11.6,feldpausch_regional,0.18,default,1.0,11.48,11.73,11.3,False,O,11.6,feldpausch,11.48,11.731613829769724,0.5967,25.4086,25.4086,25.2708,26.4948,26.4948,26.3511,
DUC_A01,050a,Protium paniculatum,Burseraceae,-2.963460815,-59.94506011,11.2,20160831,False,O,P18,11.53,11.53,feldpausch_regional,0.18,default,1.0,11.38,11.66,11.2,False,O,11.53,feldpausch,11.379999999999999,11.662124365137602,0.49,24.8245,24.8245,20.3721,25.8956,25.8956,21.2511,
DUC_A01,051a,Eschweilera ovata,Lecythidaceae,-2.963424153,-59.94502528,10.2,20160831,False,O,P18,10.78,10.78,feldpausch_regional,0.18,default,1.0,10.38,10.91,10.2,False,O,10.78,feldpausch,10.379999999999999,10.917060734410658,0.9,19.368,19.368,28.7706,20.2894,20.2894,30.1394,
DUC_A01,052a,,,-2.963434014,-59.9450673,28.3,20160831,False,O,P18,21.37,21.37,feldpausch_regional,0.18,default,1.0,28.48,21.45,28.3,False,O,21.37,feldpausch,28.48,21.45203822205913,0.6678,276.8452,276.8452,307.3581,281.343,281.343,312.3515,
DUC_A01,053a,Guatteria schomburgkiana,Annonaceae,-2.963413448,-59.94505138,17.9,20160831,False,O,P18,15.95,15.95,feldpausch_regional,0.18,default,1.0,18.08,16.06,17.9,False,O,15.95,feldpausch,18.08,16.05690861407586,0.6,85.099,85.099,85.099,87.345,87.345,87.345,
DUC_A01,054a,,,-2.963373397,-59.94503632,43.1,20160831,False,O,P18,27.14,27.14,feldpausch_regional,0.18,default,1.0,43.28,27.2,43.1,False,O,27.14,feldpausch,43.28,27.199756694815694,0.6678,794.6274,794.6274,882.2082,802.8397,802.8397,891.3257,
DUC_A01,055a,Sacoglottis guianensis,Humiriaceae,-2.963353356,-59.94508791,21.5,20160831,False,O,P18,17.99,17.99,feldpausch_regional,0.18,default,1.0,21.68,18.09,21.5,False,O,17.99,feldpausch,21.68,18.08694568357828,0.8359,136.8646,136.8646,189.1543,139.8418,139.8418,193.269,
DUC_A01,056a,Eschweilera coriacea,Lecythidaceae,-2.963344863,-59.94511302,19.9,20160831,False,O,P18,17.11,17.11,feldpausch_regional,0.18,default,1.0,20.08,17.21,19.9,False,O,17.11,feldpausch,20.08,17.2111663770487,0.8521,112.066,112.066,157.8152,114.7113,114.7113,161.5404,
DUC_A01,057a,Protium paniculatum,Burseraceae,-2.963320181,-59.94506993,26.8,20160831,False,O,P18,20.67,20.67,feldpausch_regional,0.18,default,1.0,26.98,20.76,26.8,False,O,20.67,feldpausch,26.98,20.7549766784734,0.49,240.964,240.964,197.7461,245.1127,245.1127,201.1507,
DUC_A01,058a,Eschweilera coriacea,Lecythidaceae,-2.963311928,-59.94506274,23.8,20160831,False,O,P18,19.2,19.2,feldpausch_regional,0.18,default,1.0,23.98,19.29,23.8,False,O,19.2,feldpausch,23.98,19.291436244791388,0.8521,177.8447,177.8447,250.447,181.3185,181.3185,255.3389,
DUC_A01,059a,Protium paniculatum,Burseraceae,-2.963282635,-59.94509678,18.4,20160831,False,O,P18,16.25,16.25,feldpausch_regional,0.18,default,1.0,18.58,16.35,18.4,False,O,16.25,feldpausch,18.58,16.355442206837637,0.49,91.4488,91.4488,75.0471,93.7934,93.7934,76.9712,
DUC_A01,060a,Protium paniculatum,Burseraceae,-2.963279805,-59.94509049,13.9,20160831,False,O,P18,13.42,13.42,feldpausch_regional,0.18,default,1.0,14.08,13.54,13.9,False,O,13.42,feldpausch,14.08,13.540536958975249,0.49,43.8846,43.8846,36.0137,45.3952,45.3952,37.2534,
DUC_A01,061a,Eschweilera coriacea,Lecythidaceae,-2.963252491,-59.94505609,19.3,20160831,False,O,P18,16.77,16.77,feldpausch_regional,0.18,default,1.0,19.48,16.87,19.3,False,O,16.77,feldpausch,19.48,16.87283576021128,0.8521,103.5173,103.5173,145.7766,106.041,106.041,149.3306,
DUC_A01,062a,Protium paniculatum,Burseraceae,-2.963251217,-59.94505986,15.6,20160831,False,O,P18,14.54,14.54,feldpausch_regional,0.18,default,1.0,15.78,14.65,15.6,False,O,14.54,feldpausch,15.78,14.654397579606647,0.49,59.4433,59.4433,48.7819,61.2562,61.2562,50.2697,
DUC_A01,063a,Protium paniculatum,Burseraceae,-2.963226387,-59.94507054,16.0,20160831,False,O,P18,14.79,14.79,feldpausch_regional,0.18,default,1.0,16.18,14.9,16.0,False,O,14.79,feldpausch,16.18,14.9030047878044,0.49,63.5026,63.5026,52.1132,65.3886,65.3886,53.6609,
DUC_A01,064a,Eschweilera coriacea,Lecythidaceae,-2.963210386,-59.94511708,28.6,20160831,False,O,P18,21.5,21.5,feldpausch_regional,0.18,default,1.0,28.78,21.59,28.6,False,O,21.5,feldpausch,28.78,21.58144329751827,0.8521,284.2805,284.2805,400.3336,288.8474,288.8474,406.7648,
DUC_A01,065a,Licania octandra,Chrysobalanaceae,-2.963205747,-59.94512229,15.8,20160831,False,O,P18,14.66,14.66,feldpausch_regional,0.18,default,1.0,15.98,14.78,15.8,False,O,14.66,feldpausch,15.98,14.773655141074963,0.825,61.4308,61.4308,83.8242,63.2795,63.2795,86.3468,
DUC_A01,066a,Couepia robusta,Chrysobalanaceae,-2.963207411,-59.94512157,43.3,20160831,False,O,P18,27.2,27.2,feldpausch_regional,0.18,default,1.0,43.48,27.26,43.3,False,O,27.2,feldpausch,43.48,27.25950514707652,0.83,803.5711,803.5711,1102.9832,811.8343,811.8343,1114.3253,
DUC_A01,067a,,,-2.963180085,-59.94510868,30.5,20160831,True,O,P18,22.35,22.35,feldpausch_regional,0.18,default,1.0,30.68,22.43,30.5,True,O,22.35,feldpausch,30.68,22.427999672489957,0.6678,334.7409,237.8856,237.8856,339.7613,241.3886,241.3886,
DUC_A01,068a,Trichilia micrantha,Meliaceae,-2.963194987,-59.94514297,25.7,20160831,False,O,P18,20.14,20.14,feldpausch_regional,0.18,default,1.0,25.88,20.23,25.7,False,O,20.14,feldpausch,25.88,20.227239434249565,0.6125,216.4772,216.4772,220.8778,220.3744,220.3744,224.8542,
DUC_A01,069a,Protium paniculatum,Burseraceae,-2.96317798,-59.94516312,11.5,20160831,False,O,P18,11.75,11.75,feldpausch_regional,0.18,default,1.0,11.68,11.88,11.5,False,O,11.75,feldpausch,11.68,11.880726638916336,0.49,26.6256,26.6256,21.8502,27.7432,27.7432,22.7673,
DUC_A01,070a,Protium paniculatum,Burseraceae,-2.96317631,-59.94516383,15.9,20160831,False,O,P18,14.73,14.73,feldpausch_regional,0.18,default,1.0,16.08,14.84,15.9,False,O,14.73,feldpausch,16.080000000000002,14.843366800940444,0.49,62.4818,62.4818,51.2755,64.3497,64.3497,52.8083,
DUC_A01,071a,,,-2.963164971,-59.94515585,24.2,20160831,True,O,P18,19.4,19.4,feldpausch_regional,0.18,default,1.0,24.38,19.49,24.2,True,O,19.4,feldpausch,24.38,19.490517272099257,0.6678,185.5935,133.3865,133.3865,189.1551,135.8947,135.8947,
DUC_A01,072a,Eriotheca globosa,Malvaceae,-2.963145208,-59.94515578,36.5,20160831,False,O,P18,24.79,24.79,feldpausch_regional,0.18,default,1.0,36.68,24.86,36.5,False,O,24.79,feldpausch,36.68,24.858417548727164,0.41,525.8601,525.8601,362.6366,532.3642,532.3642,367.1219,
DUC_A01,073a,Eschweilera micrantha,Lecythidaceae,-2.963138803,-59.94516387,25.8,20160831,False,O,P18,20.19,20.19,feldpausch_regional,0.18,default,1.0,25.98,20.28,25.8,False,O,20.19,feldpausch,25.98,20.277034993013974,0.86,218.653,218.653,310.7065,222.5731,222.5731,316.2769,
DUC_A01,074a,,,-2.963117016,-59.94518926,14.7,20160831,False,O,P18,13.95,13.95,feldpausch_regional,0.18,default,1.0,14.88,14.07,14.7,False,O,13.95,feldpausch,14.879999999999999,14.067528165120201,0.6678,50.8357,50.8357,56.4386,52.4858,52.4858,58.2706,
DUC_A01,075a,Eschweilera coriacea,Lecythidaceae,-2.963093739,-59.94521848,19.5,20160831,False,O,P18,16.88,16.88,feldpausch_regional,0.18,default,1.0,19.68,16.99,19.5,False,O,16.88,feldpausch,19.68,16.982249741871016,0.8521,106.2977,106.2977,149.692,108.8612,108.8612,153.302,
DUC_A01,001a,Helicostylis tomentosa,Moraceae,-2.960057943,-59.927522,17.2,20160829,False,O,P19,15.53,15.53,feldpausch_regional,0.18,default,1.0,17.38,15.64,17.2,False,O,15.53,feldpausch,17.38,15.639077734920187,0.6147,76.7,76.7,78.5294,78.8112,78.8112,80.6909,
DUC_A01,001b,Virola elongata,Myristicaceae,-2.960202215,-59.92765664,43.4,20160829,False,O,P19,27.23,27.23,feldpausch_regional,0.18,default,1.0,43.58,27.29,43.4,False,O,27.23,feldpausch,43.58,27.28938015231424,0.5233,808.0666,808.0666,707.13,816.3552,816.3552,714.3833,
DUC_A01,002a,Goupia glabra,Goupiaceae,-2.960095293,-59.92750177,14.5,20160829,False,O,P19,13.82,13.82,feldpausch_regional,0.18,default,1.0,14.68,13.94,14.5,False,O,13.82,feldpausch,14.68,13.938276193103338,0.7272,49.0441,49.0441,59.1668,50.6592,50.6592,61.1152,
DUC_A01,002b,Licania canescens,Chrysobalanaceae,-2.960293356,-59.92774489,48.0,20160829,False,O,P19,28.69,28.69,feldpausch_regional,0.18,default,1.0,48.18,28.74,48.0,False,O,28.69,feldpausch,48.18,28.74428720367114,0.88,1035.115,1035.115,1504.2779,1044.6312,1044.6312,1518.1072,
DUC_A01,003a,Eriotheca globosa,Malvaceae,-2.960142091,-59.92751858,13.9,20160829,False,O,P19,13.42,13.42,feldpausch_regional,0.18,default,1.0,14.08,13.54,13.9,False,O,13.42,feldpausch,14.08,13.540536958975249,0.41,43.8846,43.8846,30.2631,45.3952,45.3952,31.3048,
DUC_A01,003b,Eschweilera coriacea,Lecythidaceae,-2.960316794,-59.92775068,36.2,20160829,False,O,P19,24.67,24.67,feldpausch_regional,0.18,default,1.0,36.38,24.74,36.2,False,O,24.67,feldpausch,36.38,24.738838595069844,0.8521,515.0115,515.0115,725.2568,521.4382,521.4382,734.3071,
DUC_A01,004a,Sloanea guianensis,Elaeocarpaceae,-2.960143139,-59.92751664,16.3,20160829,False,O,P19,14.98,14.98,feldpausch_regional,0.18,default,1.0,16.48,15.09,16.3,False,O,14.98,feldpausch,16.48,15.092015955756699,0.8212,66.6731,66.6731,90.5685,68.6149,68.6149,93.2062,
DUC_A01,004b,Pouteria caimito,Sapotaceae,-2.960282249,-59.92764131,36.6,20160829,False,O,P19,24.82,24.82,feldpausch_regional,0.18,default,1.0,36.78,24.89,36.6,False,O,24.82,feldpausch,36.78,24.88825097703448,0.805,529.3005,529.3005,705.1532,535.8279,535.8279,713.8492,
DUC_A01,005a,Nectandra cuspidata,Lauraceae,-2.960174676,-59.92755128,16.2,20160829,False,O,P19,14.91,14.91,feldpausch_regional,0.18,default,1.0,16.38,15.03,16.2,False,O,14.91,feldpausch,16.38,15.022292044589127,0.518,65.5765,65.5765,56.8144,67.4988,67.4988,58.4798,
DUC_A01,005b,,,-2.960315443,-59.92764296,39.4,20160829,True,O,P19,25.86,25.86,feldpausch_regional,0.18,default,1.0,39.58,25.92,39.4,True,O,25.86,feldpausch,39.58,25.924398922107045,0.6678,636.2016,447.2826,447.2826,643.4475,452.2981,452.2981,
DUC_A01,006a,Sacoglottis guianensis,Humiriaceae,-2.960171402,-59.92754208,14.2,20160829,False,O,P19,13.62,13.62,feldpausch_regional,0.18,default,1.0,14.38,13.74,14.2,False,O,13.62,feldpausch,14.379999999999999,13.739386999997594,0.8359,46.4178,46.4178,64.1519,47.9802,47.9802,66.3113,
DUC_A01,006b,Licania octandra,Chrysobalanaceae,-2.960518495,-59.92768306,42.6,20160829,False,O,P19,26.97,26.97,feldpausch_regional,0.18,default,1.0,42.78,27.03,42.6,False,O,26.97,feldpausch,42.78,27.03035006714788,0.825,771.9835,771.9835,1053.3955,780.0634,780.0634,1064.4208,
DUC_A01,007a,Guatteria schomburgkiana,Annonaceae,-2.96017008,-59.92752237,23.4,20160829,False,O,P19,18.99,18.99,feldpausch_regional,0.18,default,1.0,23.58,19.09,23.4,False,O,18.99,feldpausch,23.58,19.082332628088817,0.6,170.2199,170.2199,170.2199,173.6051,173.6051,173.6051,
DUC_A01,007b,Zygia racemosa,Fabaceae,-2.960556676,-59.9276403,65.4,20160829,False,O,P19,33.18,33.18,feldpausch_regional,0.18,default,1.0,65.58,33.22,65.4,False,O,33.18,feldpausch,65.58000000000001,33.21952165557973,0.748,2181.945,2181.945,2705.8028,2196.233,2196.233,2723.5212,
DUC_A01,008a,Diospyros artanthifolia,Ebenaceae,-2.960195917,-59.92755748,14.1,20160829,False,O,P19,13.56,13.56,feldpausch_regional,0.18,default,1.0,14.28,13.68,14.1,False,O,13.56,feldpausch,14.28,13.679824759611861,0.6952,45.585,45.585,52.6285,47.1308,47.1308,54.4132,
DUC_A01,008b,Minquartia guianensis,Olacaceae,-2.960588685,-59.92772722,48.0,20160829,False,O,P19,28.69,28.69,feldpausch_regional,0.18,default,1.0,48.18,28.74,48.0,False,O,28.69,feldpausch,48.18,28.74428720367114,0.7867,1035.115,1035.115,1348.4362,1044.6312,1044.6312,1360.8329,
DUC_A01,009a,,,-2.960212215,-59.92758247,15.3,20160829,False,O,P19,14.34,14.34,feldpausch_regional,0.18,default,1.0,15.48,14.46,15.3,False,O,14.34,feldpausch,15.48,14.455381033218284,0.6678,56.4638,56.4638,62.6871,58.2214,58.2214,64.6383,
DUC_A01,009b,Lecythis lurida,Lecythidaceae,-2.960579858,-59.92775028,36.0,20160829,False,O,P19,24.6,24.6,feldpausch_regional,0.18,default,1.0,36.18,24.66,36.0,False,O,24.6,feldpausch,36.18,24.669150642584846,0.8633,508.061,508.061,724.6869,514.4389,514.4389,733.7843,
DUC_A01,010a,Lecythis idatimon,Lecythidaceae,-2.960189587,-59.92749499,13.9,20160829,False,O,P19,13.42,13.42,feldpausch_regional,0.18,default,1.0,14.08,13.54,13.9,False,O,13.42,feldpausch,14.08,13.540536958975249,0.7986,43.8846,43.8846,58.0089,45.3952,45.3952,60.0057,
DUC_A01,010b,Pouteria gongrijpii,Sapotaceae,-2.960565171,-59.92775071,48.5,20160829,False,O,P19,28.84,28.84,feldpausch_regional,0.18,default,1.0,48.68,28.89,48.5,False,O,28.84,feldpausch,48.68,28.89376832122464,0.7994,1061.6563,1061.6563,1404.7729,1071.3069,1071.3069,1417.5424,
DUC_A01,011a,Licania guianensis,Chrysobalanaceae,-2.960184923,-59.92747625,26.6,20160829,False,O,P19,20.58,20.58,feldpausch_regional,0.18,default,1.0,26.78,20.66,26.6,False,O,20.58,feldpausch,26.78,20.665403009181478,0.8165,236.4571,236.4571,319.4061,240.5609,240.5609,324.9495,
DUC_A01,011b,Pouteria cladantha,Sapotaceae,-2.960451825,-59.92779636,53.7,20160829,False,O,P19,30.32,30.32,feldpausch_regional,0.18,default,1.0,53.88,30.37,53.7,False,O,30.32,feldpausch,53.88,30.368750617749402,0.9423,1359.9978,1359.9978,2112.9354,1371.0586,1371.0586,2130.1199,
DUC_A01,012a,Licania canescens,Chrysobalanaceae,-2.960185459,-59.92747529,15.0,20160829,False,O,P19,14.15,14.15,feldpausch_regional,0.18,default,1.0,15.18,14.27,15.0,False,O,14.15,feldpausch,15.18,14.266478171745444,0.88,53.6203,53.6203,77.9235,55.3244,55.3244,80.4,
DUC_A01,012b,Eschweilera micrantha,Lecythidaceae,-2.960467732,-59.92774332,38.0,20160829,False,O,P19,25.35,25.35,feldpausch_regional,0.18,default,1.0,38.18,25.42,38.0,False,O,25.35,feldpausch,38.18,25.416290749708768,0.86,581.4077,581.4077,826.1818,588.2933,588.2933,835.9663,
DUC_A01,013a,Poeppigia procera,Fabaceae,-2.960242515,-59.92750896,16.1,20160829,False,O,P19,14.85,14.85,feldpausch_regional,0.18,default,1.0,16.28,14.96,16.1,False,O,14.85,feldpausch,16.28,14.962646558594042,0.735,64.5342,64.5342,78.6703,66.4383,66.4383,80.9914,
DUC_A01,014a,Caryocar glabrum,Caryocaraceae,-2.960243049,-59.927508,18.0,20160829,False,O,P19,16.01,16.01,feldpausch_regional,0.18,default,1.0,18.18,16.12,18.0,False,O,16.01,feldpausch,18.18,16.116610041426565,0.6536,86.3453,86.3453,93.8618,88.6109,88.6109,96.3247,
DUC_A01,015a,Brosimum rubescens,Moraceae,-2.960234627,-59.9274829,25.0,20160829,False,O,P19,19.8,19.8,feldpausch_regional,0.18,default,1.0,25.18,19.89,25.0,False,O,19.8,feldpausch,25.18,19.888752552448164,0.8251,201.7367,201.7367,275.3225,205.4766,205.4766,280.4266,
DUC_A01,016a,Bowdichia nitida,Fabaceae,-2.960268024,-59.92747947,29.0,20160829,False,O,P19,21.68,21.68,feldpausch_regional,0.18,default,1.0,29.18,21.77,29.0,False,O,21.68,feldpausch,29.18,21.76069114237506,0.8033,294.4798,294.4798,391.5237,299.1408,299.1408,397.7209,
DUC_A01,017a,Eschweilera ovata,Lecythidaceae,-2.960279129,-59.92745868,39.7,20160829,False,O,P19,25.97,25.97,feldpausch_regional,0.18,default,1.0,39.88,26.03,39.7,False,O,25.97,feldpausch,39.88,26.034010128117558,0.9,648.3722,648.3722,963.1401,655.6964,655.6964,974.02,
DUC_A01,018a,Protium paniculatum,Burseraceae,-2.960309519,-59.92749438,20.0,20160829,False,O,P19,17.17,17.17,feldpausch_regional,0.18,default,1.0,20.18,17.27,20.0,False,O,17.17,feldpausch,20.18,17.27091573326368,0.49,113.5552,113.5552,93.1886,116.2215,116.2215,95.3767,
DUC_A01,019a,Eschweilera coriacea,Lecythidaceae,-2.960325585,-59.92752627,18.0,20160829,False,O,P19,16.01,16.01,feldpausch_regional,0.18,default,1.0,18.18,16.12,18.0,False,O,16.01,feldpausch,18.18,16.116610041426565,0.8521,86.3453,86.3453,121.5944,88.6109,88.6109,124.7849,
DUC_A01,020a,Helicostylis tomentosa,Moraceae,-2.960305316,-59.92746522,13.6,20160829,False,O,P19,13.22,13.22,feldpausch_regional,0.18,default,1.0,13.78,13.34,13.6,False,O,13.22,feldpausch,13.78,13.341728603852474,0.6147,41.4429,41.4429,42.4314,42.9025,42.9025,43.9257,
DUC_A01,021a,,,-2.960331957,-59.92745531,13.3,20160829,False,O,P19,13.02,13.02,feldpausch_regional,0.18,default,1.0,13.48,13.14,13.3,False,O,13.02,feldpausch,13.48,13.142964696086178,0.6678,39.0912,39.0912,43.3997,40.5005,40.5005,44.9643,
DUC_A01,022a,Casearia grandiflora,Salicaceae,-2.960381433,-59.92750443,11.7,20160829,False,O,P19,11.89,11.89,feldpausch_regional,0.18,default,1.0,11.88,12.02,11.7,False,O,11.89,feldpausch,11.879999999999999,12.019754960258267,0.77,27.8572,27.8572,35.5366,29.0055,29.0055,37.0015,
DUC_A01,023a,,,-2.96033572,-59.92743735,13.0,20160829,True,O,P19,12.81,12.81,feldpausch_regional,0.18,default,1.0,13.18,12.93,13.0,True,O,12.81,feldpausch,13.18,12.934151333479754,0.6678,36.7999,27.4108,27.4108,38.1585,28.3983,28.3983,
DUC_A01,024a,Protium paniculatum,Burseraceae,-2.96037281,-59.92742899,13.9,20160829,False,O,P19,13.42,13.42,feldpausch_regional,0.18,default,1.0,14.08,13.54,13.9,False,O,13.42,feldpausch,14.08,13.540536958975249,0.49,43.8846,43.8846,36.0137,45.3952,45.3952,37.2534,
DUC_A01,025a,,,-2.960390069,-59.92742633,12.7,20160829,True,O,P19,12.6,12.6,feldpausch_regional,0.18,default,1.0,12.88,12.73,12.7,True,O,12.6,feldpausch,12.879999999999999,12.725383546173273,0.6678,34.5977,25.8089,25.8089,35.9067,26.7616,26.7616,
DUC_A01,026a,,,-2.960393695,-59.92743026,34.0,20160829,True,O,P19,23.81,23.81,feldpausch_regional,0.18,default,1.0,34.18,23.88,34.0,True,O,23.81,feldpausch,34.18,23.882175205506762,0.6678,440.1743,311.3196,311.3196,446.0503,315.4046,315.4046,
DUC_A01,027a,Virola elongata,Myristicaceae,-2.960393382,-59.92742953,10.7,20160829,False,O,P19,11.15,11.15,feldpausch_regional,0.18,default,1.0,10.88,11.29,10.7,False,O,11.15,feldpausch,10.879999999999999,11.28443676148572,0.5233,21.9765,21.9765,19.2314,22.971,22.971,20.1017,
DUC_A01,028a,Protium paniculatum,Burseraceae,-2.960398123,-59.92746295,26.4,20160829,False,O,P19,20.48,20.48,feldpausch_regional,0.18,default,1.0,26.58,20.57,26.4,False,O,20.48,feldpausch,26.58,20.56579292301711,0.49,231.894,231.894,190.3029,235.9511,235.9511,193.6323,
DUC_A01,029a,Pouteria gongrijpii,Sapotaceae,-2.960400176,-59.92746323,13.3,20160829,False,O,P19,13.02,13.02,feldpausch_regional,0.18,default,1.0,13.48,13.14,13.3,False,O,13.02,feldpausch,13.48,13.142964696086178,0.7994,39.0912,39.0912,51.7251,40.5005,40.5005,53.5898,
DUC_A01,030a,Eschweilera coriacea,Lecythidaceae,-2.96042,-59.92751141,22.5,20160829,False,O,P19,18.53,18.53,feldpausch_regional,0.18,default,1.0,22.68,18.62,22.5,False,O,18.53,feldpausch,22.68,18.62450769282856,0.8521,153.9456,153.9456,216.7915,157.1371,157.1371,221.2858,
DUC_A01,031a,Eriotheca globosa,Malvaceae,-2.960436123,-59.92751768,46.6,20160829,False,O,P19,28.26,28.26,feldpausch_regional,0.18,default,1.0,46.78,28.32,46.6,False,O,28.26,feldpausch,46.78,28.315772575444758,0.41,962.7068,962.7068,663.889,971.8472,971.8472,670.1922,
DUC_A01,032a,,,-2.960434218,-59.92743459,14.0,20160829,False,O,P19,13.49,13.49,feldpausch_regional,0.18,default,1.0,14.18,13.61,14.0,False,O,13.49,feldpausch,14.18,13.61017883290909,0.6678,44.7295,44.7295,49.6594,46.2577,46.2577,51.356,
DUC_A01,033a,Brosimum rubescens,Moraceae,-2.960478757,-59.92748963,31.0,20160829,False,O,P19,22.56,22.56,feldpausch_regional,0.18,default,1.0,31.18,22.64,31.0,False,O,22.56,feldpausch,31.18,22.6371049890482,0.8251,348.7046,348.7046,475.8987,353.8442,353.8442,482.913,
DUC_A01,034a,Eschweilera coriacea,Lecythidaceae,-2.960479782,-59.92749657,23.8,20160829,False,O,P19,19.2,19.2,feldpausch_regional,0.18,default,1.0,23.98,19.29,23.8,False,O,19.2,feldpausch,23.98,19.291436244791388,0.8521,177.8447,177.8447,250.447,181.3185,181.3185,255.3389,
DUC_A01,035a,Eschweilera coriacea,Lecythidaceae,-2.96047892,-59.92749679,13.3,20160829,False,O,P19,13.02,13.02,feldpausch_regional,0.18,default,1.0,13.48,13.14,13.3,False,O,13.02,feldpausch,13.48,13.142964696086178,0.8521,39.0912,39.0912,55.0496,40.5005,40.5005,57.0341,
DUC_A01,036a,,,-2.960499766,-59.92753699,15.2,20160829,False,O,P19,14.28,14.28,feldpausch_regional,0.18,default,1.0,15.38,14.39,15.2,False,O,14.28,feldpausch,15.379999999999999,14.395769779964834,0.6678,55.518,55.518,61.637,57.2581,57.2581,63.5688,
DUC_A01,037a,Pouteria gongrijpii,Sapotaceae,-2.960499521,-59.92753866,20.7,20160829,False,O,P19,17.56,17.56,feldpausch_regional,0.18,default,1.0,20.88,17.66,20.7,False,O,17.56,feldpausch,20.88,17.659045438393015,0.7994,124.134,124.134,164.2528,126.9447,126.9447,167.972,
DUC_A01,038a,Protium paniculatum,Burseraceae,-2.960478384,-59.92754274,11.3,20160829,False,O,P19,11.6,11.6,feldpausch_regional,0.18,default,1.0,11.48,11.73,11.3,False,O,11.6,feldpausch,11.48,11.731613829769724,0.49,25.4086,25.4086,20.8515,26.4948,26.4948,21.7428,
DUC_A01,039a,Guatteria schomburgkiana,Annonaceae,-2.960471835,-59.92755418,10.3,20160829,False,O,P19,10.85,10.85,feldpausch_regional,0.18,default,1.0,10.48,10.99,10.3,False,O,10.85,feldpausch,10.48,10.986468518055306,0.6,19.8654,19.8654,19.8654,20.801,20.801,20.801,
DUC_A01,040a,Eperua bijuga,Fabaceae,-2.960470589,-59.92756018,10.0,20160829,False,O,P19,10.62,10.62,feldpausch_regional,0.18,default,1.0,10.18,10.76,10.0,False,O,10.62,feldpausch,10.18,10.7580160268907,0.729,18.3636,18.3636,22.2078,19.2555,19.2555,23.2863,
DUC_A01,041a,Cordia scabrifolia,Boraginaceae,-2.960442934,-59.92751347,10.8,20160829,False,O,P19,11.23,11.23,feldpausch_regional,0.18,default,1.0,10.98,11.36,10.8,False,O,11.23,feldpausch,10.98,11.364008063108008,0.474,22.5359,22.5359,17.9043,23.5459,23.5459,18.7068,
DUC_A01,042a,Tetragastris panamensis,Burseraceae,-2.960440411,-59.92753433,25.0,20160829,False,O,P19,19.8,19.8,feldpausch_regional,0.18,default,1.0,25.18,19.89,25.0,False,O,19.8,feldpausch,25.18,19.888752552448164,0.7173,201.7367,201.7367,240.1557,205.4766,205.4766,244.6079,
DUC_A01,043a,Ormosia coccinea,Fabaceae,-2.960422254,-59.92754321,24.5,20160829,False,O,P19,19.55,19.55,feldpausch_regional,0.18,default,1.0,24.68,19.64,24.5,False,O,19.55,feldpausch,24.68,19.639844378804977,0.625,191.5456,191.5456,199.3313,195.1736,195.1736,203.1068,
DUC_A01,044a,Sextonia rubra,Lauraceae,-2.960416091,-59.92757741,63.7,20160829,False,O,P19,32.8,32.8,feldpausch_regional,0.18,default,1.0,63.88,32.84,63.7,False,O,32.8,feldpausch,63.88,32.84071315023342,0.5523,2049.433,2049.433,1890.2097,2063.2491,2063.2491,1902.9524,
DUC_A01,045a,Swartzia laevicarpa,Fabaceae,-2.960360185,-59.9275393,19.7,20160829,False,O,P19,17.0,17.0,feldpausch_regional,0.18,default,1.0,19.88,17.1,19.7,False,O,17.0,feldpausch,19.88,17.10173351278743,0.6125,109.1885,109.1885,111.4081,111.7935,111.7935,114.0661,
DUC_A01,046a,Dipteryx odorata,Fabaceae,-2.960362714,-59.92757549,57.8,20160829,False,O,P19,31.39,31.39,feldpausch_regional,0.18,default,1.0,57.98,31.44,57.8,False,O,31.39,feldpausch,57.98,31.43522414721939,0.9228,1624.0977,1624.0977,2472.0575,1636.2826,1636.2826,2490.6043,
DUC_A01,047a,,,-2.960369601,-59.92758676,21.6,20160829,False,O,P19,18.05,18.05,feldpausch_regional,0.18,default,1.0,21.78,18.14,21.6,False,O,18.05,feldpausch,21.78,18.146725757154126,0.6678,138.5595,138.5595,153.831,141.5588,141.5588,157.1608,
