site,tree_id,scientific_name,family_name,utm_easting,utm_northing,type,dbh_2009,dead_2009,hcom_2009,htot_2009,date_2009,dbh_2010,dead_2010,htot_2010,date_2010,dbh_2011,dead_2011,hcom_2011,htot_2011,date_2011,plot_id,htot_feldpausch,htot_estimated,htot_estimation_method,dbh_incr_cm_yr,dbh_incr_source,gap_anos,dbh_lidar,htot_estimated_gap,dbh_used,dead_used,type_used,htot_used,htot_source,dbh_used_gap,htot_used_gap,rho_w_m3,iagc_m1_kgC,iagc_m2_kgC,iagc_m3_kgC,iagc_m1_kgC_gap,iagc_m2_kgC_gap,iagc_m3_kgC_gap,quadra_id
TAP_A01,76.0,,,726677.7,9684861.79,O,19.5,A,8.17,13.93,20090617-20090708,,D,,20100714-20100805,,D,,,20110712-20110719,M1,,13.93,measured,0.1,site_median,-1.0,,,19.5,True,O,13.93,measured,19.4,13.882942608554178,0.6,88.1261,66.0512,66.0512,86.9584,65.1948,65.1948,
TAP_A01,77.0,,,726676.76,9684861.31,O,20.1,A,11.31,19.17,20090617-20090708,20.0,A,19.17,20100714-20100805,20.0,A,13.13,19.09,20110712-20110719,M1,17.17,19.17,measured,0.0,observed,-1.0,20.0,19.17,20.1,True,O,19.17,measured,20.1,19.17,0.6,127.6846,91.1248,91.1248,127.6846,91.1248,91.1248,
TAP_A01,78.0,,,726666.14,9684862.48,O,13.5,A,11.28,15.1,20090617-20090708,14.0,A,16.05,20100714-20100805,,D,,,20110712-20110719,M1,,15.1,measured,0.1,site_median,-1.0,,,13.5,True,O,15.1,measured,13.4,15.021749110986445,0.6,46.5108,33.8166,33.8166,45.6088,33.1762,33.1762,
TAP_A01,79.0,,,726662.47,9684864.04,O,33.6,A,1.09,12.64,20090617-20090708,33.5,A,10.44,20100714-20100805,33.6,A,9.43,14.38,20110712-20110719,M1,23.65,12.64,measured,0.0,observed,-1.0,33.6,12.64,33.6,True,O,12.64,measured,33.6,12.64,0.6,231.8356,181.1203,181.1203,231.8356,181.1203,181.1203,
TAP_A01,80.0,,,726655.96,9684862.15,L,5.7,A,0.0,0.0,20090617-20090708,5.5,A,,20100714-20100805,5.5,A,,,20110712-20110719,M1,6.81,8.59,local_fit,0.0,observed,-1.0,5.5,8.59,5.7,True,L,6.81,feldpausch,5.7,6.81,0.6,3.9726,3.1428,3.1428,3.9726,3.1428,3.1428,
TAP_A01,81.0,,,726655.96,9684862.15,L,5.5,A,0.0,0.0,20090617-20090708,5.7,A,,20100714-20100805,6.6,A,,,20110712-20110719,M1,7.81,8.43,local_fit,0.55,observed,-1.0,6.05,7.9,5.5,True,L,7.81,feldpausch,4.95,7.205833711816087,0.6,4.2352,3.2732,3.2732,3.1874,2.4823,2.4823,
TAP_A01,82.0,,,726655.96,9684862.15,O,15.4,A,12.93,16.01,20090617-20090708,15.3,A,13.03,20100714-20100805,15.4,A,12.65,13.74,20110712-20110719,M1,14.41,16.01,measured,0.0,observed,-1.0,15.4,16.01,15.4,True,O,16.01,measured,15.4,16.01,0.6,63.6777,46.1629,46.1629,63.6777,46.1629,46.1629,
TAP_A01,83.0,,,726643.49,9684863.36,O,31.7,D,1.26,10.87,20090617-20090708,31.9,D,12.38,20100714-20100805,31.9,D,1.94,12.22,20110712-20110719,M1,22.95,10.87,measured,0.1,observed,-1.0,31.8,10.85,31.7,False,O,10.87,measured,31.599999999999998,10.849883607241079,0.6,178.6029,178.6029,178.6029,177.1841,177.1841,177.1841,
TAP_A01,84.0,,,726648.08,9684860.78,O,10.5,A,8.05,13.14,20090617-20090708,11.0,A,13.86,20100714-20100805,11.2,A,9.19,13.78,20110712-20110719,M1,11.53,13.14,measured,0.35,observed,-1.0,10.85,12.84,10.5,True,O,13.14,measured,10.15,12.822288694799788,0.6,24.864,18.2578,18.2578,22.7225,16.7227,16.7227,
TAP_A01,85.0,,,726653.63,9684861.19,O,7.6,A,5.53,9.16,20090617-20090708,7.7,A,7.28,20100714-20100805,7.8,A,3.15,8.63,20110712-20110719,M1,8.85,9.16,measured,0.1,observed,-1.0,7.7,9.08,7.6,True,O,9.16,measured,7.5,9.070167480848445,0.6,9.3029,7.1206,7.1206,8.9787,6.8788,6.8788,
TAP_A01,980.0,,,726662.56,9684861.04,O,,,,,20090617-20090708,5.5,A,6.7,20100714-20100805,6.1,A,4.24,6.72,20110712-20110719,M1,7.36,6.7,measured,0.1,site_median,-1.0,6.0,6.62,,False,O,7.36,feldpausch,,,0.6,,,,,,,
TAP_A01,86.0,,,726670.73,9684859.91,O,19.3,A,6.29,13.98,20090617-20090708,19.5,A,12.16,20100714-20100805,19.8,A,6.6,12.6,20110712-20110719,M1,17.05,13.98,measured,0.25,observed,-1.0,19.55,13.87,19.3,True,O,13.98,measured,19.05,13.860229461790228,0.6,86.6729,64.8932,64.8932,83.7883,62.7795,62.7795,
TAP_A01,87.0,,,726670.27,9684860.41,L,7.0,A,1.26,11.93,20090617-20090708,5.5,A,,20100714-20100805,7.1,A,,,20110712-20110719,M1,8.25,11.93,measured,0.05,observed,-1.0,7.05,11.87,7.0,True,L,11.93,measured,6.95,11.866126987915385,0.6,10.254,7.498,7.498,10.0587,7.3589,7.3589,
TAP_A01,88.0,,,726673.06,9684860.87,O,31.8,A,19.38,26.88,20090617-20090708,32.6,A,22.78,20100714-20100805,33.2,A,16.02,25.15,20110712-20110719,M1,23.48,26.88,measured,0.7,observed,-1.0,32.5,26.56,31.8,True,O,26.88,measured,31.1,26.530863631187806,0.6,434.8319,300.737,300.737,411.0648,284.583,284.583,
TAP_A01,89.0,,,726675.38,9684861.33,O,8.4,A,5.12,8.15,20090617-20090708,6.5,A,8.19,20100714-20100805,6.7,A,3.96,8.21,20110712-20110719,M1,7.9,8.15,measured,0.0,observed,-1.0,6.7,8.15,8.4,True,O,8.15,measured,8.4,8.15,0.6,10.0912,7.9058,7.9058,10.0912,7.9058,7.9058,
TAP_A01,90.0,,,726681.37,9684860.23,O,17.7,A,10.02,13.98,20090617-20090708,17.4,A,15.55,20100714-20100805,17.6,A,12.53,16.31,20110712-20110719,M1,15.77,13.98,measured,0.0,observed,-1.0,17.6,13.98,17.7,True,O,13.98,measured,17.7,13.98,0.6,73.2014,54.5797,54.5797,73.2014,54.5797,54.5797,
TAP_A01,91.0,,,726681.3,9684856.23,O,52.2,A,25.79,30.49,20090617-20090708,53.6,A,36.48,20100714-20100805,53.8,A,31.22,43.51,20110712-20110719,M1,30.35,30.49,measured,0.8,observed,-1.0,53.0,30.27,52.2,True,O,30.49,measured,51.400000000000006,30.260761225455205,0.6,1293.8715,898.341,898.341,1246.2335,865.6562,865.6562,
TAP_A01,92.0,,,726681.2,9684849.73,O,128.0,A,43.64,46.68,20090617-20090708,132.7,A,41.37,20100714-20100805,132.1,A,28.05,44.55,20110712-20110719,M1,42.15,46.68,measured,2.05,observed,-1.0,130.05,46.5,128.0,True,O,46.68,measured,125.95,46.488581116626804,0.6,11292.9201,7652.9423,7652.9423,10898.7703,7384.9078,7384.9078,
TAP_A01,93.0,,,726684.58,9684858.68,O,60.0,A,25.12,29.49,20090617-20090708,57.8,A,30.08,20100714-20100805,59.9,A,19.35,27.11,20110712-20110719,M1,31.91,29.49,measured,0.0,observed,-1.0,59.9,29.49,60.0,True,O,29.49,measured,60.0,29.49,0.6,1643.6695,1154.9307,1154.9307,1643.6695,1154.9307,1154.9307,
TAP_A01,94.0,,,726688.78,9684860.61,O,13.7,A,9.41,12.53,20090617-20090708,14.0,A,25.6,20100714-20100805,14.2,A,17.95,22.51,20110712-20110719,M1,13.62,12.53,measured,0.25,observed,-1.0,13.95,12.38,13.7,True,O,12.53,measured,13.45,12.36997739032419,0.6,39.8969,29.8968,29.8968,38.0083,28.5142,28.5142,
TAP_A01,981.0,,,726702.28,9684860.68,O,,,,,20090617-20090708,5.6,A,7.74,20100714-20100805,5.6,A,2.02,7.48,20110712-20110719,M1,6.9,7.74,measured,0.1,site_median,-1.0,5.5,7.64,,False,O,6.9,feldpausch,,,0.6,,,,,,,
TAP_A01,95.0,,,726704.48,9684859.34,O,23.7,A,26.46,27.37,20090617-20090708,23.7,A,28.46,20100714-20100805,23.7,A,28.51,34.84,20110712-20110719,M1,19.15,27.37,measured,0.0,observed,-1.0,23.7,27.37,23.7,True,O,27.37,measured,23.7,27.37,0.6,249.3157,169.5301,169.5301,249.3157,169.5301,169.5301,
TAP_A01,96.0,,,726709.58,9684860.26,O,45.2,D,1.05,18.93,20090617-20090708,45.2,D,23.16,20100714-20100805,45.2,D,,18.64,20110712-20110719,M1,27.82,18.93,measured,0.0,observed,-1.0,45.2,18.93,45.2,False,O,18.93,measured,45.2,18.93,0.6,613.4652,613.4652,613.4652,613.4652,613.4652,613.4652,
TAP_A01,97.0,,,726710.04,9684859.75,L,12.8,A,15.3,19.84,20090617-20090708,13.2,A,,20100714-20100805,13.8,A,,,20110712-20110719,M1,13.36,19.84,measured,0.5,observed,-1.0,13.3,19.34,12.8,True,L,19.84,measured,12.3,19.290167702403323,0.6,54.7186,38.0074,38.0074,49.2542,34.2985,34.2985,
TAP_A01,98.0,,,726711.89,9684859.72,O,10.2,A,10.37,14.24,20090617-20090708,10.4,A,16.05,20100714-20100805,10.6,A,10.43,17.59,20110712-20110719,M1,11.08,14.24,measured,0.2,observed,-1.0,10.4,14.05,10.2,True,O,14.24,measured,10.0,14.037379294338114,0.6,25.4141,18.4006,18.4006,24.1108,17.4799,17.4799,
TAP_A01,99.0,,,726718.77,9684857.83,O,61.6,A,20.91,23.82,20090617-20090708,61.3,A,31.56,20100714-20100805,62.3,A,27.1,30.95,20110712-20110719,M1,32.48,23.82,measured,0.35,observed,-1.0,61.95,23.76,61.6,True,O,23.82,measured,61.25,23.75915888873861,0.6,1404.8094,1022.255,1022.255,1385.8075,1008.5594,1008.5594,
TAP_A01,100.0,,,726718.77,9684857.33,O,57.7,D,1.0,5.43,20090617-20090708,58.5,D,4.64,20100714-20100805,58.5,D,,5.22,20110712-20110719,M1,31.57,5.43,measured,0.4,observed,-1.0,58.1,5.41,57.7,False,O,5.43,measured,57.300000000000004,5.412478001553283,0.6,292.0388,292.0388,292.0388,287.1925,287.1925,287.1925,
TAP_A01,101.0,,,726741.42,9684860.13,O,14.0,A,4.72,12.85,20090617-20090708,14.3,A,13.41,20100714-20100805,14.3,A,4.96,9.62,20110712-20110719,M1,13.69,12.85,measured,0.15,observed,-1.0,14.15,12.76,14.0,True,O,12.85,measured,13.85,12.754097684836378,0.6,42.6572,31.8712,31.8712,41.4653,31.0013,31.0013,
TAP_A01,102.0,,,726744.65,9684860.1,O,21.2,D,1.41,2.97,20090617-20090708,21.6,D,2.99,20100714-20100805,21.6,D,,2.36,20110712-20110719,M1,18.05,2.97,measured,0.2,observed,-1.0,21.4,2.95,21.2,False,O,2.97,measured,21.0,2.9518223183687406,0.6,22.9551,22.9551,22.9551,22.3996,22.3996,22.3996,
TAP_A01,103.0,,,726749.49,9684859.56,O,4.5,A,1.42,4.62,20090617-20090708,5.0,A,7.48,20100714-20100805,4.9,A,4.36,6.25,20110712-20110719,M1,6.23,4.62,measured,0.2,observed,-1.0,4.7,4.48,4.5,True,O,4.62,measured,4.3,4.460724399799767,0.6,1.7148,1.4261,1.4261,1.5164,1.2653,1.2653,
TAP_A01,104.0,,,726773.61,9684856.97,O,33.6,A,12.57,21.11,20090617-20090708,33.7,A,21.91,20100714-20100805,33.9,A,14.83,20.46,20110712-20110719,M1,23.77,21.11,measured,0.15,observed,-1.0,33.75,21.06,33.6,True,O,21.11,measured,33.45,21.05564583600427,0.6,382.4507,275.5303,275.5303,378.1722,272.5004,272.5004,
TAP_A01,105.0,,,726779.82,9684859.51,O,37.7,A,16.06,20.78,20090617-20090708,37.7,A,17.73,20100714-20100805,37.7,A,10.12,24.31,20110712-20110719,M1,25.24,20.78,measured,0.0,observed,-1.0,37.7,20.78,37.7,True,O,20.78,measured,37.7,20.78,0.6,471.521,342.4335,342.4335,471.521,342.4335,342.4335,
TAP_A01,106.0,,,726791.72,9684859.59,O,7.6,A,4.67,9.25,20090617-20090708,7.8,A,8.93,20100714-20100805,7.6,A,5.75,7.25,20110712-20110719,M1,8.68,9.25,measured,0.0,observed,-1.0,7.6,9.25,7.6,True,O,9.25,measured,7.6,9.25,0.6,9.3921,7.1778,7.1778,9.3921,7.1778,7.1778,
TAP_A01,107.0,,,726792.2,9684859.09,O,19.2,A,8.05,15.72,20090617-20090708,19.5,A,18.17,20100714-20100805,19.9,A,12.08,16.41,20110712-20110719,M1,17.11,15.72,measured,0.35,observed,-1.0,19.55,15.54,19.2,True,O,15.72,measured,18.849999999999998,15.530019552659017,0.6,96.206,70.6903,70.6903,91.7175,67.4623,67.4623,
TAP_A01,108.0,,,726792.67,9684859.1,O,23.8,A,16.09,23.85,20090617-20090708,24.0,A,22.06,20100714-20100805,24.2,A,12.32,23.06,20110712-20110719,M1,19.4,23.85,measured,0.2,observed,-1.0,24.0,23.73,23.8,True,O,23.85,measured,23.6,23.723196972775163,0.6,219.7696,152.7562,152.7562,215.0572,149.5461,149.5461,
TAP_A01,109.0,,,726803.14,9684857.67,O,125.1,A,41.4,50.79,20090617-20090708,109.2,A,48.12,20100714-20100805,107.8,A,41.13,45.51,20110712-20110719,M1,39.88,50.79,measured,0.0,observed,-1.0,107.8,50.79,125.1,True,O,50.79,measured,125.1,50.79,0.6,11725.9083,7832.5047,7832.5047,11725.9083,7832.5047,7832.5047,
TAP_A01,110.0,,,726822.67,9684860.3,O,5.7,A,3.29,7.3,20090617-20090708,5.9,A,7.22,20100714-20100805,5.9,A,2.43,7.25,20110712-20110719,M1,7.18,7.3,measured,0.1,observed,-1.0,5.8,7.21,5.7,True,O,7.3,measured,5.6000000000000005,7.202417658727953,0.6,4.2514,3.3267,3.3267,4.0534,3.1758,3.1758,
TAP_A01,111.0,,,726826.0,9684859.33,O,41.3,A,11.37,22.68,20090617-20090708,41.4,A,20.9,20100714-20100805,41.8,A,15.56,31.57,20110712-20110719,M1,26.7,22.68,measured,0.25,observed,-1.0,41.55,22.6,41.3,True,O,22.68,measured,41.05,22.606117257351418,0.6,613.6247,441.444,441.444,604.4669,434.9533,434.9533,
TAP_A01,112.0,,,726832.19,9684859.37,O,44.0,D,1.41,6.07,20090617-20090708,44.6,D,6.48,20100714-20100805,44.6,D,,6.0,20110712-20110719,M1,27.63,6.07,measured,0.3,observed,-1.0,44.3,6.05,44.0,False,O,6.07,measured,43.7,6.04825324735923,0.6,191.8105,191.8105,191.8105,188.6042,188.6042,188.6042,
TAP_A01,113.0,,,726837.91,9684859.91,O,17.5,D,1.24,3.45,20090617-20090708,,D,,20100714-20100805,,D,,,20110712-20110719,M1,,3.45,measured,0.1,site_median,-1.0,,,17.5,False,O,3.45,measured,17.4,3.436754657954483,0.6,18.2718,18.2718,18.2718,18.0009,18.0009,18.0009,
TAP_A01,114.0,,,726839.8,9684858.92,O,20.3,A,15.23,21.13,20090617-20090708,20.4,A,19.9,20100714-20100805,20.4,A,12.74,19.36,20110712-20110719,M1,17.39,21.13,measured,0.05,observed,-1.0,20.35,21.09,20.3,True,O,21.13,measured,20.25,21.09600640439644,0.6,143.1512,100.6513,100.6513,142.24,100.0243,100.0243,
TAP_A01,115.0,,,726844.95,9684858.46,O,21.0,A,10.32,17.91,20090617-20090708,21.6,A,21.27,20100714-20100805,21.9,A,12.36,13.91,20110712-20110719,M1,18.21,17.91,measured,0.45,observed,-1.0,21.45,17.67,21.0,True,O,17.91,measured,20.55,17.65969745986705,0.6,130.153,94.0871,94.0871,123.0623,89.0667,89.0667,
TAP_A01,116.0,,,726850.64,9684860.75,O,5.2,A,3.51,7.77,20090617-20090708,5.6,A,7.8,20100714-20100805,5.9,A,3.81,7.21,20110712-20110719,M1,7.18,7.77,measured,0.35,observed,-1.0,5.55,7.41,5.2,True,O,7.77,measured,4.8500000000000005,7.366172703620562,0.6,3.777,2.9136,2.9136,3.1294,2.4263,2.4263,
TAP_A01,117.0,,,726876.49,9684861.09,O,15.2,A,5.01,10.18,20090617-20090708,15.3,A,10.51,20100714-20100805,15.5,A,2.27,10.24,20110712-20110719,M1,14.47,10.18,measured,0.15,observed,-1.0,15.35,10.12,15.2,True,O,10.18,measured,15.049999999999999,10.110875311283575,0.6,39.9008,31.0516,31.0516,38.8764,30.2726,30.2726,
TAP_A01,118.0,,,726883.62,9684861.96,O,9.7,A,9.66,11.99,20090617-20090708,9.6,D,7.29,20100714-20100805,9.6,D,,6.95,20110712-20110719,M1,10.31,11.99,measured,0.0,observed,-1.0,9.6,11.99,9.7,True,O,11.99,measured,9.7,11.99,0.6,19.479,14.457,14.457,19.479,14.457,14.457,
TAP_A01,119.0,,,726894.75,9684861.54,O,17.5,A,4.33,5.75,20090617-20090708,17.6,A,10.79,20100714-20100805,18.1,A,3.52,9.75,20110712-20110719,M1,16.07,5.75,measured,0.3,observed,-1.0,17.8,5.69,17.5,True,O,5.75,measured,17.2,5.683582035533868,0.6,30.082,25.7955,25.7955,28.7557,24.683,24.683,
TAP_A01,120.0,,,726901.97,9684863.26,O,11.3,A,7.36,9.27,20090617-20090708,11.4,A,9.72,20100714-20100805,11.4,A,5.83,9.58,20110712-20110719,M1,11.67,9.27,measured,0.05,observed,-1.0,11.35,9.25,11.3,True,O,9.27,measured,11.25,9.240663898950887,0.6,20.4145,15.896,15.896,20.1761,15.7148,15.7148,
TAP_A01,121.0,,,726908.08,9684862.93,O,8.5,A,3.27,11.36,20090617-20090708,8.7,A,10.39,20100714-20100805,8.9,A,4.73,11.08,20110712-20110719,M1,9.76,11.36,measured,0.2,observed,-1.0,8.7,11.17,8.5,True,O,11.36,measured,8.3,11.162355736195005,0.6,14.2802,10.6218,10.6218,13.4002,9.9834,9.9834,
TAP_A01,122.0,,,726912.79,9684863.07,O,8.9,A,17.2,20.77,20090617-20090708,9.6,A,16.11,20100714-20100805,9.5,A,13.87,17.41,20110712-20110719,M1,10.23,20.77,measured,0.3,observed,-1.0,9.2,20.3,8.9,True,O,20.77,measured,8.6,20.2535624130985,0.6,28.1506,19.0767,19.0767,25.689,17.4492,17.4492,
TAP_A01,123.0,,,726921.26,9684862.8,P,5.8,A,3.09,5.73,20090617-20090708,6.0,A,5.04,20100714-20100805,6.0,A,3.45,5.63,20110712-20110719,M1,7.27,5.73,measured,0.1,observed,-1.0,5.9,5.66,5.8,True,P,5.73,measured,5.7,5.654814834575343,0.6,3.4724,,,3.3135,,,
TAP_A01,124.0,,,726923.15,9684862.86,O,14.4,A,9.29,14.73,20090617-20090708,14.8,A,17.12,20100714-20100805,15.0,A,13.1,15.01,20110712-20110719,M1,14.15,14.73,measured,0.3,observed,-1.0,14.7,14.52,14.4,True,O,14.73,measured,14.1,14.516609053993331,0.6,51.4932,37.7029,37.7029,48.7211,35.7193,35.7193,
TAP_A01,125.0,,,726925.99,9684863.43,O,50.2,A,26.41,33.72,20090617-20090708,50.1,A,35.07,20100714-20100805,50.1,D,,36.66,20110712-20110719,M1,29.31,33.72,measured,0.0,observed,-1.0,50.1,33.72,50.2,True,O,33.72,measured,50.2,33.72,0.6,1322.6734,902.1504,902.1504,1322.6734,902.1504,902.1504,
TAP_A01,126.0,,,726934.0,9684863.66,O,5.5,A,4.75,8.49,20090617-20090708,5.7,A,10.09,20100714-20100805,5.8,A,4.72,12.13,20110712-20110719,M1,7.09,8.49,measured,0.15,observed,-1.0,5.65,8.32,5.5,True,O,8.49,measured,5.35,8.31290565496745,0.6,4.5948,3.5045,3.5045,4.2647,3.2593,3.2593,
TAP_A01,127.0,,,726934.02,9684864.16,O,12.1,A,10.67,14.69,20090617-20090708,12.8,A,17.7,20100714-20100805,12.9,A,11.45,14.77,20110712-20110719,M1,12.74,14.69,measured,0.4,observed,-1.0,12.5,14.37,12.1,True,O,14.69,measured,11.7,14.343482885988584,0.6,36.5655,26.5616,26.5616,33.4545,24.3542,24.3542,
TAP_A01,128.0,,,726937.76,9684863.27,O,18.2,A,13.16,16.88,20090617-20090708,18.4,A,13.78,20100714-20100805,18.7,A,11.27,13.03,20110712-20110719,M1,16.42,16.88,measured,0.25,observed,-1.0,18.45,16.74,18.2,True,O,16.88,measured,17.95,16.724964489005522,0.6,92.9042,67.3276,67.3276,89.6188,64.9982,64.9982,
TAP_A01,129.0,,,726941.53,9684863.37,O,95.6,D,2.47,29.5,20090617-20090708,94.8,D,26.64,20100714-20100805,94.8,D,,27.9,20110712-20110719,M1,38.29,29.5,measured,0.0,observed,-1.0,94.8,29.5,95.6,False,O,29.5,measured,95.6,29.5,0.6,4081.8852,4081.8852,4081.8852,4081.8852,4081.8852,4081.8852,
TAP_A01,130.0,,,726943.52,9684864.42,O,5.4,A,4.69,6.71,20090617-20090708,5.5,A,5.63,20100714-20100805,5.5,A,3.43,4.62,20110712-20110719,M1,6.81,6.71,measured,0.05,observed,-1.0,5.45,6.66,5.4,True,O,6.71,measured,5.3500000000000005,6.662556422037722,0.6,3.5235,2.7868,2.7868,3.4362,2.7196,2.7196,
TAP_A01,131.0,,,726948.41,9684862.49,O,41.5,A,14.75,23.52,20090617-20090708,41.7,A,27.16,20100714-20100805,41.8,A,27.68,32.68,20110712-20110719,M1,26.7,23.52,measured,0.15,observed,-1.0,41.65,23.48,41.5,True,O,23.52,measured,41.35,23.47437903883393,0.6,641.8202,459.1889,459.1889,636.0932,455.152,455.152,
TAP_A01,132.0,,,726951.15,9684863.52,O,16.8,A,11.5,14.12,20090617-20090708,17.0,A,16.74,20100714-20100805,17.6,A,12.65,17.31,20110712-20110719,M1,15.77,14.12,measured,0.4,observed,-1.0,17.2,13.91,16.8,True,O,14.12,measured,16.400000000000002,13.891537442829573,0.6,66.758,49.5727,49.5727,62.6845,46.6141,46.6141,
TAP_A01,133.0,,,726961.52,9684863.17,O,13.0,A,8.07,12.01,20090617-20090708,13.4,A,20.09,20100714-20100805,13.6,A,10.42,15.08,20110712-20110719,M1,13.22,12.01,measured,0.3,observed,-1.0,13.3,11.83,13.0,True,O,12.01,measured,12.7,11.814447693507773,0.6,34.5551,26.0023,26.0023,32.4908,24.4851,24.4851,
TAP_A01,134.0,,,726970.29,9684864.79,O,5.4,A,6.11,7.34,20090617-20090708,5.8,A,8.18,20100714-20100805,5.8,A,5.84,8.57,20110712-20110719,M1,7.09,7.34,measured,0.2,observed,-1.0,5.6,7.14,5.4,True,O,7.34,measured,5.2,7.131528706782752,0.6,3.846,2.9991,2.9991,3.4738,2.7162,2.7162,
TAP_A01,135.0,,,726975.74,9684864.37,O,19.2,A,10.56,12.6,20090617-20090708,19.2,A,14.04,20100714-20100805,19.1,A,13.13,15.88,20110712-20110719,M1,16.65,12.6,measured,0.0,observed,-1.0,19.1,12.6,19.2,True,O,12.6,measured,19.2,12.6,0.6,77.5222,58.9882,58.9882,77.5222,58.9882,58.9882,
TAP_A01,136.0,,,726980.66,9684864.93,O,9.3,A,1.61,7.03,20090617-20090708,9.8,A,7.98,20100714-20100805,9.3,A,5.51,8.66,20110712-20110719,M1,10.08,7.03,measured,0.0,observed,-1.0,9.3,7.03,9.3,True,O,7.03,measured,9.3,7.03,0.6,10.6554,8.5869,8.5869,10.6554,8.5869,8.5869,
TAP_A01,137.0,,,726982.78,9684859.97,O,72.5,A,33.88,38.74,20090617-20090708,72.7,A,31.63,20100714-20100805,72.7,A,27.41,33.52,20110712-20110719,M1,34.69,38.74,measured,0.1,observed,-1.0,72.6,38.72,72.5,True,O,38.74,measured,72.4,38.718212811146664,0.6,3103.7324,2107.9002,2107.9002,3093.6822,2101.1222,2101.1222,
TAP_A01,138.0,,,726982.84,9684864.46,O,7.1,A,5.66,5.96,20090617-20090708,7.1,A,7.09,20100714-20100805,7.3,A,5.09,8.54,20110712-20110719,M1,8.43,5.96,measured,0.1,observed,-1.0,7.2,5.9,7.1,True,O,5.96,measured,7.0,5.897076939021555,0.6,5.355,4.3725,4.3725,5.1551,4.2134,4.2134,
TAP_A01,139.0,,,726994.32,9684865.12,O,15.1,D,1.39,6.79,20090617-20090708,14.9,D,5.51,20100714-20100805,14.9,D,,5.35,20110712-20110719,M1,14.08,6.79,measured,0.0,observed,-1.0,14.9,6.79,15.1,False,O,6.79,measured,15.1,6.79,0.6,26.5295,26.5295,26.5295,26.5295,26.5295,26.5295,
TAP_A01,140.0,,,727000.27,9684864.92,O,7.8,A,4.49,7.24,20090617-20090708,7.9,A,5.58,20100714-20100805,7.9,A,5.1,6.67,20110712-20110719,M1,8.94,7.24,measured,0.05,observed,-1.0,7.85,7.2,7.8,True,O,7.24,measured,7.75,7.205525001918155,0.6,7.7792,6.1875,6.1875,7.6464,6.0846,6.0846,
TAP_A01,141.0,,,727003.44,9684865.22,O,5.8,A,4.08,8.72,20090617-20090708,6.0,A,7.83,20100714-20100805,6.1,A,4.57,7.63,20110712-20110719,M1,7.36,8.72,measured,0.15,observed,-1.0,5.95,8.57,5.8,True,O,8.72,measured,5.6499999999999995,8.548142510638307,0.6,5.2314,3.9834,3.9834,4.8749,3.719,3.719,
TAP_A01,142.0,,,727005.57,9684863.93,O,16.0,A,8.47,10.88,20090617-20090708,16.4,A,8.42,20100714-20100805,16.5,A,12.31,15.79,20110712-20110719,M1,15.1,10.88,measured,0.25,observed,-1.0,16.25,10.77,16.0,True,O,10.88,measured,15.75,10.763795116267648,0.6,47.0601,36.3297,36.3297,45.1597,34.8954,34.8954,
TAP_A01,143.0,,,727007.52,9684865.59,O,13.2,A,5.38,13.91,20090617-20090708,13.2,A,11.27,20100714-20100805,13.7,A,7.55,9.04,20110712-20110719,M1,13.29,13.91,measured,0.25,observed,-1.0,13.45,13.73,13.2,True,O,13.91,measured,12.95,13.724662345278237,0.6,41.0874,30.2307,30.2307,39.0673,28.779,28.779,
TAP_A01,144.0,,,727009.38,9684866.26,O,7.1,A,5.93,8.41,20090617-20090708,7.1,A,3.24,20100714-20100805,7.8,A,0.51,3.89,20110712-20110719,M1,8.85,8.41,measured,0.35,observed,-1.0,7.45,8.13,7.1,True,O,8.41,measured,6.75,8.0973888093882,0.6,7.4941,5.7951,5.7951,6.5434,5.078,5.078,
TAP_A01,145.0,,,727026.6,9684867.85,L,5.1,A,7.51,8.05,20090617-20090708,,D,,20100714-20100805,,D,,,20110712-20110719,M1,,8.05,measured,0.1,site_median,-1.0,,,5.1,True,L,8.05,measured,5.0,7.9288576947638925,0.6,3.7644,2.885,2.885,3.5685,2.7388,2.7388,
TAP_A01,146.0,,,727027.46,9684867.43,O,44.6,A,31.98,37.93,20090617-20090708,44.8,A,22.11,20100714-20100805,44.9,A,19.67,23.85,20110712-20110719,M1,27.72,37.93,measured,0.15,observed,-1.0,44.75,37.88,44.6,True,O,37.93,measured,44.45,37.86342878044841,0.6,1177.7404,784.0381,784.0381,1168.0167,777.6549,777.6549,
TAP_A01,147.0,,,727027.46,9684867.43,L,5.4,A,8.76,9.63,20090617-20090708,,D,,20100714-20100805,,D,,,20110712-20110719,M1,,9.63,measured,0.1,site_median,-1.0,,,5.4,True,L,9.63,measured,5.300000000000001,9.493629598581045,0.6,5.0132,3.745,3.745,4.7667,3.5657,3.5657,
TAP_A01,148.0,,,727027.91,9684867.47,L,5.1,A,8.82,10.26,20090617-20090708,,D,,20100714-20100805,,D,,,20110712-20110719,M1,,10.26,measured,0.1,site_median,-1.0,,,5.1,True,L,10.26,measured,5.0,10.105599993574847,0.6,4.77,3.5182,3.5182,4.5217,3.3399,3.3399,
TAP_A01,149.0,,,727047.94,9684868.07,O,10.7,A,4.67,8.25,20090617-20090708,10.9,A,7.23,20100714-20100805,10.9,A,5.11,7.22,20110712-20110719,M1,11.3,8.25,measured,0.1,observed,-1.0,10.8,8.2,10.7,True,O,8.25,measured,10.6,8.194453000821346,0.6,16.3786,12.9565,12.9565,15.9755,12.6453,12.6453,
